CI porblems in  Cache maven repository 
A lot of CI targets seem to be having trouble today in the Cache maven repository step. They run for about an hour while stuck at 99.3%. I;ve seen this across multiple asuites. 


2024-05-07T18:06:56.5005250Z env:
2024-05-07T18:06:56.5005639Z   CONTINUOUS_INTEGRATION: true
2024-05-07T18:06:56.5006080Z   MAVEN_OPTS: -Xmx1024M -XX:+ExitOnOutOfMemoryError
2024-05-07T18:06:56.5006597Z   MAVEN_INSTALL_OPTS: -Xmx2G -XX:+ExitOnOutOfMemoryError
2024-05-07T18:06:56.5007425Z   MAVEN_FAST_INSTALL: -B -V --quiet -T 1C -DskipTests -Dair.check.skip-all -Dmaven.javadoc.skip=true
2024-05-07T18:06:56.5008084Z   RETRY: .github/bin/retry
2024-05-07T18:06:56.5008558Z   JAVA_HOME: /opt/hostedtoolcache/Java_Temurin-Hotspot_jdk/8.0.402-6/x64
2024-05-07T18:06:56.5009182Z ##[endgroup]
2024-05-07T18:06:58.3269478Z Received 0 of 1238326839 (0.0%), 0.0 MBs/sec
2024-05-07T18:08:24.3943843Z Received 1225743927 of 1238326839 (99.0%), 13.4 MBs/sec
2024-05-07T18:08:25.3945585Z Received 1225743927 of 1238326839 (99.0%), 13.3 MBs/sec
2024-05-07T18:08:26.3957587Z Received 1225743927 of 1238326839 (99.0%), 13.1 MBs/sec
2024-05-07T18:08:27.3970014Z Received 1225743927 of 1238326839 (99.0%), 13.0 MBs/sec
2024-05-07T18:08:28.3982720Z Received 1225743927 of 1238326839 (99.0%), 12.8 MBs/sec
2024-05-07T18:08:29.3994981Z Received 1225743927 of 1238326839 (99.0%), 12.7 MBs/sec
2024-05-07T18:08:30.4002243Z Received 1225743927 of 1238326839 (99.0%), 12.6 MBs/sec
2024-05-07T18:08:31.4007063Z Received 1225743927 of 1238326839 (99.0%), 12.4 MBs/sec
2024-05-07T18:08:32.4011114Z Received 1225743927 of 1238326839 (99.0%), 12.3 MBs/sec
2024-05-07T18:08:33.4024080Z Received 1225743927 of 1238326839 (99.0%), 12.2 MBs/sec
2024-05-07T18:08:34.4036975Z Received 1225743927 of 1238326839 (99.0%), 12.0 MBs/sec
2024-05-07T18:08:35.4045176Z Received 1229938231 of 1238326839 (99.3%), 12.0 MBs/sec
2024-05-07T18:08:36.4055025Z Received 1229938231 of 1238326839 (99.3%), 11.8 MBs/sec
2024-05-07T18:08:37.4067656Z Received 1229938231 of 1238326839 (99.3%), 11.7 MBs/sec
2024-05-07T18:08:38.4079745Z Received 1229938231 of 1238326839 (99.3%), 11.6 MBs/sec
2024-05-07T18:08:39.4092695Z Received 1229938231 of 1238326839 (99.3%), 11.5 MBs/sec
2024-05-07T18:08:40.4104514Z Received 1229938231 of 1238326839 (99.3%), 11.4 MBs/sec
2024-05-07T18:08:41.4117249Z Received 1229938231 of 1238326839 (99.3%), 11.3 MBs/sec
2024-05-07T18:08:42.4129621Z Received 1229938231 of 1238326839 (99.3%), 11.2 MBs/sec
2024-05-07T18:08:43.4142083Z Received 1229938231 of 1238326839 (99.3%), 11.1 MBs/sec
2024-05-07T18:08:44.4153409Z Received 1229938231 of 1238326839 (99.3%), 11.0 MBs/sec
2024-05-07T18:08:45.4166619Z Received 1229938231 of 1238326839 (99.3%), 10.9 MBs/sec
2024-05-07T18:08:46.4175619Z Received 1229938231 of 1238326839 (99.3%), 10.8 MBs/sec
2024-05-07T18:08:47.4188111Z Received 1229938231 of 1238326839 (99.3%), 10.7 MBs/sec
2024-05-07T18:08:48.4200376Z Received 1229938231 of 1238326839 (99.3%), 10.6 MBs/sec
2024-05-07T18:08:49.4212824Z Received 1229938231 of 1238326839 (99.3%), 10.5 MBs/sec
2024-05-07T18:08:50.4225327Z Received 1229938231 of 1238326839 (99.3%), 10.4 MBs/sec
2024-05-07T18:08:51.4237450Z Received 1229938231 of 1238326839 (99.3%), 10.3 MBs/sec
2024-05-07T18:08:52.4250371Z Received 1229938231 of 1238326839 (99.3%), 10.2 MBs/sec
2024-05-07T18:08:53.4261950Z Received 1229938231 of 1238326839 (99.3%), 10.1 MBs/sec
2024-05-07T18:08:54.4274087Z Received 1229938231 of 1238326839 (99.3%), 10.0 MBs/sec
2024-05-07T18:08:55.4286384Z Received 1229938231 of 1238326839 (99.3%), 9.9 MBs/sec
2024-05-07T18:08:56.4298404Z Received 1229938231 of 1238326839 (99.3%), 9.8 MBs/sec
2024-05-07T18:08:57.4310658Z Received 1229938231 of 1238326839 (99.3%), 9.8 MBs/sec
2024-05-07T18:08:58.4323088Z Received 1229938231 of 1238326839 (99.3%), 9.7 MBs/sec
2024-05-07T18:08:59.4335425Z Received 1229938231 of 1238326839 (99.3%), 9.6 MBs/sec
2024-05-07T18:09:00.4347543Z Received 1229938231 of 1238326839 (99.3%), 9.5 MBs/sec
2024-05-07T18:09:01.4359949Z Received 1229938231 of 1238326839 (99.3%), 9.5 MBs/sec
2024-05-07T18:09:02.4372781Z Received 1229938231 of 1238326839 (99.3%), 9.4 MBs/sec
2024-05-07T18:09:03.4384398Z Received 1229938231 of 1238326839 (99.3%), 9.3 MBs/sec
2024-05-07T18:09:04.4398090Z Received 1229938231 of 1238326839 (99.3%), 9.2 MBs/sec
2024-05-07T18:09:05.4410390Z Received 1229938231 of 1238326839 (99.3%), 9.2 MBs/sec
2024-05-07T18:09:06.4422599Z Received 1229938231 of 1238326839 (99.3%), 9.1 MBs/sec
2024-05-07T18:09:07.4434749Z Received 1229938231 of 1238326839 (99.3%), 9.0 MBs/sec
2024-05-07T18:09:08.4446920Z Received 1229938231 of 1238326839 (99.3%), 8.9 MBs/sec
2024-05-07T18:09:09.4459436Z Received 1229938231 of 1238326839 (99.3%), 8.9 MBs/sec
2024-05-07T18:09:10.4471809Z Received 1229938231 of 1238326839 (99.3%), 8.8 MBs/sec
2024-05-07T18:09:11.4484194Z Received 1229938231 of 1238326839 (99.3%), 8.7 MBs/sec
2024-05-07T18:09:12.4496796Z Received 1229938231 of 1238326839 (99.3%), 8.7 MBs/sec
2024-05-07T18:09:13.4508516Z Received 1229938231 of 1238326839 (99.3%), 8.6 MBs/sec
2024-05-07T18:09:14.4520656Z Received 1229938231 of 1238326839 (99.3%), 8.6 MBs/sec
2024-05-07T18:09:15.4533008Z Received 1229938231 of 1238326839 (99.3%), 8.5 MBs/sec
2024-05-07T18:09:16.4535350Z Received 1229938231 of 1238326839 (99.3%), 8.4 MBs/sec
2024-05-07T18:09:17.4547180Z Received 1229938231 of 1238326839 (99.3%), 8.4 MBs/sec
2024-05-07T18:09:18.4559931Z Received 1229938231 of 1238326839 (99.3%), 8.3 MBs/sec
2024-05-07T18:09:19.4572314Z Received 1229938231 of 1238326839 (99.3%), 8.3 MBs/sec
2024-05-07T18:09:20.4584546Z Received 1229938231 of 1238326839 (99.3%), 8.2 MBs/sec
2024-05-07T18:09:21.4596653Z Received 1229938231 of 1238326839 (99.3%), 8.1 MBs/sec
2024-05-07T18:09:22.4608970Z Received 1229938231 of 1238326839 (99.3%), 8.1 MBs/sec
2024-05-07T18:09:23.4617056Z Received 1229938231 of 1238326839 (99.3%), 8.0 MBs/sec
2024-05-07T18:09:24.4629209Z Received 1229938231 of 1238326839 (99.3%), 8.0 MBs/sec
2024-05-07T18:09:25.4641924Z Received 1229938231 of 1238326839 (99.3%), 7.9 MBs/sec
2024-05-07T18:09:26.4653437Z Received 1229938231 of 1238326839 (99.3%), 7.9 MBs/sec
2024-05-07T18:09:27.4666062Z Received 1229938231 of 1238326839 (99.3%), 7.8 MBs/sec
2024-05-07T18:09:28.4678269Z Received 1229938231 of 1238326839 (99.3%), 7.8 MBs/sec
2024-05-07T18:09:29.4690257Z Received 1229938231 of 1238326839 (99.3%), 7.7 MBs/sec
2024-05-07T18:09:30.4701777Z Received 1229938231 of 1238326839 (99.3%), 7.7 MBs/sec
2024-05-07T18:09:31.4714172Z Received 1229938231 of 1238326839 (99.3%), 7.6 MBs/sec
2024-05-07T18:09:32.4726513Z Received 1229938231 of 1238326839 (99.3%), 7.6 MBs/sec
2024-05-07T18:09:33.4738898Z Received 1229938231 of 1238326839 (99.3%), 7.5 MBs/sec
2024-05-07T18:09:34.4751057Z Received 1229938231 of 1238326839 (99.3%), 7.5 MBs/sec
2024-05-07T18:09:35.4763337Z Received 1229938231 of 1238326839 (99.3%), 7.4 MBs/sec
2024-05-07T18:09:36.4765691Z Received 1229938231 of 1238326839 (99.3%), 7.4 MBs/sec
2024-05-07T18:09:37.4777972Z Received 1229938231 of 1238326839 (99.3%), 7.3 MBs/sec
2024-05-07T18:09:38.4789954Z Received 1229938231 of 1238326839 (99.3%), 7.3 MBs/sec
2024-05-07T18:09:39.4802348Z Received 1229938231 of 1238326839 (99.3%), 7.2 MBs/sec
2024-05-07T18:09:40.4814696Z Received 1229938231 of 1238326839 (99.3%), 7.2 MBs/sec
2024-05-07T18:09:41.4826518Z Received 1229938231 of 1238326839 (99.3%), 7.1 MBs/sec
2024-05-07T18:09:42.4838732Z Received 1229938231 of 1238326839 (99.3%), 7.1 MBs/sec
2024-05-07T18:09:43.4850656Z Received 1229938231 of 1238326839 (99.3%), 7.1 MBs/sec
2024-05-07T18:09:44.4863135Z Received 1229938231 of 1238326839 (99.3%), 7.0 MBs/sec
2024-05-07T18:09:45.4875244Z Received 1229938231 of 1238326839 (99.3%), 7.0 MBs/sec
2024-05-07T18:09:46.4887424Z Received 1229938231 of 1238326839 (99.3%), 6.9 MBs/sec
2024-05-07T18:09:47.4895235Z Received 1229938231 of 1238326839 (99.3%), 6.9 MBs/sec
2024-05-07T18:09:48.4907253Z Received 1229938231 of 1238326839 (99.3%), 6.9 MBs/sec
2024-05-07T18:09:49.4919566Z Received 1229938231 of 1238326839 (99.3%), 6.8 MBs/sec
2024-05-07T18:09:50.4932491Z Received 1229938231 of 1238326839 (99.3%), 6.8 MBs/sec
2024-05-07T18:09:51.4944132Z Received 1229938231 of 1238326839 (99.3%), 6.7 MBs/sec
2024-05-07T18:09:52.4956577Z Received 1229938231 of 1238326839 (99.3%), 6.7 MBs/sec
2024-05-07T18:09:53.4968418Z Received 1229938231 of 1238326839 (99.3%), 6.7 MBs/sec
2024-05-07T18:09:54.4980602Z Received 1229938231 of 1238326839 (99.3%), 6.6 MBs/sec
2024-05-07T18:09:55.4992801Z Received 1229938231 of 1238326839 (99.3%), 6.6 MBs/sec
2024-05-07T18:09:56.5004605Z Received 1229938231 of 1238326839 (99.3%), 6.5 MBs/sec
2024-05-07T18:09:57.5017784Z Received 1229938231 of 1238326839 (99.3%), 6.5 MBs/sec
2024-05-07T18:09:58.5030088Z Received 1229938231 of 1238326839 (99.3%), 6.5 MBs/sec
2024-05-07T18:09:59.5042211Z Received 1229938231 of 1238326839 (99.3%), 6.4 MBs/sec
2024-05-07T18:10:00.5054777Z Received 1229938231 of 1238326839 (99.3%), 6.4 MBs/sec
2024-05-07T18:10:01.5067546Z Received 1229938231 of 1238326839 (99.3%), 6.4 MBs/sec
2024-05-07T18:10:02.5079226Z Received 1229938231 of 1238326839 (99.3%), 6.3 MBs/sec
2024-05-07T18:10:03.5091317Z Received 1229938231 of 1238326839 (99.3%), 6.3 MBs/sec
2024-05-07T18:10:04.5103057Z Received 1229938231 of 1238326839 (99.3%), 6.3 MBs/sec
2024-05-07T18:10:05.5115421Z Received 1229938231 of 1238326839 (99.3%), 6.2 MBs/sec
2024-05-07T18:10:06.5127061Z Received 1229938231 of 1238326839 (99.3%), 6.2 MBs/sec
2024-05-07T18:10:07.5139226Z Received 1229938231 of 1238326839 (99.3%), 6.2 MBs/sec
2024-05-07T18:10:08.5151458Z Received 1229938231 of 1238326839 (99.3%), 6.1 MBs/sec
2024-05-07T18:10:09.5163594Z Received 1229938231 of 1238326839 (99.3%), 6.1 MBs/sec
2024-05-07T18:10:10.5175030Z Received 1229938231 of 1238326839 (99.3%), 6.1 MBs/sec
2024-05-07T18:10:11.5187555Z Received 1229938231 of 1238326839 (99.3%), 6.0 MBs/sec
2024-05-07T18:10:12.5200112Z Received 1229938231 of 1238326839 (99.3%), 6.0 MBs/sec
2024-05-07T18:10:13.5212156Z Received 1229938231 of 1238326839 (99.3%), 6.0 MBs/sec
2024-05-07T18:10:14.5215354Z Received 1229938231 of 1238326839 (99.3%), 5.9 MBs/sec
2024-05-07T18:10:15.5227094Z Received 1229938231 of 1238326839 (99.3%), 5.9 MBs/sec
2024-05-07T18:10:16.5239446Z Received 1229938231 of 1238326839 (99.3%), 5.9 MBs/sec
2024-05-07T18:10:17.5251111Z Received 1229938231 of 1238326839 (99.3%), 5.9 MBs/sec
2024-05-07T18:10:18.5263812Z Received 1229938231 of 1238326839 (99.3%), 5.8 MBs/sec
2024-05-07T18:10:19.5275713Z Received 1229938231 of 1238326839 (99.3%), 5.8 MBs/sec
2024-05-07T18:10:20.5288064Z Received 1229938231 of 1238326839 (99.3%), 5.8 MBs/sec
2024-05-07T18:10:21.5300070Z Received 1229938231 of 1238326839 (99.3%), 5.7 MBs/sec
2024-05-07T18:10:22.5312234Z Received 1229938231 of 1238326839 (99.3%), 5.7 MBs/sec
2024-05-07T18:10:23.5324562Z Received 1229938231 of 1238326839 (99.3%), 5.7 MBs/sec
2024-05-07T18:10:24.5336813Z Received 1229938231 of 1238326839 (99.3%), 5.7 MBs/sec
2024-05-07T18:10:25.5348667Z Received 1229938231 of 1238326839 (99.3%), 5.6 MBs/sec
2024-05-07T18:10:26.5360738Z Received 1229938231 of 1238326839 (99.3%), 5.6 MBs/sec
2024-05-07T18:10:27.5372995Z Received 1229938231 of 1238326839 (99.3%), 5.6 MBs/sec
2024-05-07T18:10:28.5385785Z Received 1229938231 of 1238326839 (99.3%), 5.6 MBs/sec
2024-05-07T18:10:29.5397511Z Received 1229938231 of 1238326839 (99.3%), 5.5 MBs/sec
2024-05-07T18:10:30.5408964Z Received 1229938231 of 1238326839 (99.3%), 5.5 MBs/sec
2024-05-07T18:10:31.5414336Z Received 1229938231 of 1238326839 (99.3%), 5.5 MBs/sec
2024-05-07T18:10:32.5426550Z Received 1229938231 of 1238326839 (99.3%), 5.5 MBs/sec
2024-05-07T18:10:33.5439023Z Received 1229938231 of 1238326839 (99.3%), 5.4 MBs/sec
2024-05-07T18:10:34.5451230Z Received 1229938231 of 1238326839 (99.3%), 5.4 MBs/sec
2024-05-07T18:10:35.5463767Z Received 1229938231 of 1238326839 (99.3%), 5.4 MBs/sec
2024-05-07T18:10:36.5475602Z Received 1229938231 of 1238326839 (99.3%), 5.4 MBs/sec
2024-05-07T18:10:37.5489028Z Received 1229938231 of 1238326839 (99.3%), 5.3 MBs/sec
2024-05-07T18:10:38.5501177Z Received 1229938231 of 1238326839 (99.3%), 5.3 MBs/sec
2024-05-07T18:10:39.5513074Z Received 1229938231 of 1238326839 (99.3%), 5.3 MBs/sec
2024-05-07T18:10:40.5524982Z Received 1229938231 of 1238326839 (99.3%), 5.3 MBs/sec
2024-05-07T18:10:41.5537198Z Received 1229938231 of 1238326839 (99.3%), 5.2 MBs/sec
2024-05-07T18:10:42.5549400Z Received 1229938231 of 1238326839 (99.3%), 5.2 MBs/sec
2024-05-07T18:10:43.5562372Z Received 1229938231 of 1238326839 (99.3%), 5.2 MBs/sec
2024-05-07T18:10:44.5575049Z Received 1229938231 of 1238326839 (99.3%), 5.2 MBs/sec
2024-05-07T18:10:45.5588638Z Received 1229938231 of 1238326839 (99.3%), 5.1 MBs/sec
2024-05-07T18:10:46.5599920Z Received 1229938231 of 1238326839 (99.3%), 5.1 MBs/sec
2024-05-07T18:10:47.5612334Z Received 1229938231 of 1238326839 (99.3%), 5.1 MBs/sec
2024-05-07T18:10:48.5624637Z Received 1229938231 of 1238326839 (99.3%), 5.1 MBs/sec
2024-05-07T18:10:49.5637524Z Received 1229938231 of 1238326839 (99.3%), 5.1 MBs/sec
2024-05-07T18:10:50.5648844Z Received 1229938231 of 1238326839 (99.3%), 5.0 MBs/sec
2024-05-07T18:10:51.5661008Z Received 1229938231 of 1238326839 (99.3%), 5.0 MBs/sec
2024-05-07T18:10:52.5673264Z Received 1229938231 of 1238326839 (99.3%), 5.0 MBs/sec
2024-05-07T18:10:53.5685526Z Received 1229938231 of 1238326839 (99.3%), 5.0 MBs/sec
2024-05-07T18:10:54.5697553Z Received 1229938231 of 1238326839 (99.3%), 4.9 MBs/sec
2024-05-07T18:10:55.5710129Z Received 1229938231 of 1238326839 (99.3%), 4.9 MBs/sec
2024-05-07T18:10:56.5722362Z Received 1229938231 of 1238326839 (99.3%), 4.9 MBs/sec
2024-05-07T18:10:57.5734825Z Received 1229938231 of 1238326839 (99.3%), 4.9 MBs/sec
2024-05-07T18:10:58.5747188Z Received 1229938231 of 1238326839 (99.3%), 4.9 MBs/sec
2024-05-07T18:10:59.5759198Z Received 1229938231 of 1238326839 (99.3%), 4.8 MBs/sec
2024-05-07T18:11:00.5771062Z Received 1229938231 of 1238326839 (99.3%), 4.8 MBs/sec
2024-05-07T18:11:01.5783411Z Received 1229938231 of 1238326839 (99.3%), 4.8 MBs/sec
2024-05-07T18:11:02.5795982Z Received 1229938231 of 1238326839 (99.3%), 4.8 MBs/sec
2024-05-07T18:11:03.5807857Z Received 1229938231 of 1238326839 (99.3%), 4.8 MBs/sec
2024-05-07T18:11:04.5819897Z Received 1229938231 of 1238326839 (99.3%), 4.7 MBs/sec
2024-05-07T18:11:05.5832188Z Received 1229938231 of 1238326839 (99.3%), 4.7 MBs/sec
2024-05-07T18:11:06.5844507Z Received 1229938231 of 1238326839 (99.3%), 4.7 MBs/sec
2024-05-07T18:11:07.5857097Z Received 1229938231 of 1238326839 (99.3%), 4.7 MBs/sec
2024-05-07T18:11:08.5868676Z Received 1229938231 of 1238326839 (99.3%), 4.7 MBs/sec
2024-05-07T18:11:09.5881098Z Received 1229938231 of 1238326839 (99.3%), 4.6 MBs/sec
2024-05-07T18:11:10.5892817Z Received 1229938231 of 1238326839 (99.3%), 4.6 MBs/sec
2024-05-07T18:11:11.5905501Z Received 1229938231 of 1238326839 (99.3%), 4.6 MBs/sec
2024-05-07T18:11:12.5918612Z Received 1229938231 of 1238326839 (99.3%), 4.6 MBs/sec
